,type,title,authors,publish_date,source_records,number_of_pages,publishers,isbn_10,isbn_13,physical_format,full_title,covers,works,key,lc_classifications,local_id,latest_revision,revision,created,last_modified,isbn,identifiers,classifications,description,publish_places,contributions,subjects,languages,pagination,dewey_decimal_class,edition_name,lccn,publish_country,by_statement,oclc_numbers,subtitle,notes,ocaid,weight,physical_dimensions,first_sentence,series,subject_people,table_of_contents,coverimage,genres,copyright_date,ia_box_id,ia_loaded_id,contributors,subject_place,url,uri_descriptions,uris,links,other_titles,work_title,openlibrary,oclc_number,original_isbn,work_titles,subject_time,location
92,{'key': '/type/edition'},A Hat Full of Sky,[{'key': '/authors/OL25712A'}],2005,"['marc:marc_records_scriblio_net/part15.dat:193140000:1206', 'marc:marc_loc_updates/v36.i42.records.utf8:4555785:1206', 'ia:hatfullofsky00prat_0', 'amazon:0060586621', 'marc:marc_loc_2016/BooksAll.2016.part33.utf8:66675998:1206', 'bwb:9780060586621']",407.0,['HarperTrophy'],['0060586621'],,,,[31081],[{'key': '/works/OL453737W'}],/books/OL3475045M,"['CPB Box no. 2379 vol. 4', 'PZ7.P8865Hat 2004']",,13,13,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","{'type': '/type/datetime', 'value': '2021-12-26T13:52:51.672179'}",9780060586621,"{'goodreads': ['618145'], 'librarything': ['1043961']}",{},"Tiffany Aching, a young witch-in-training, learns about magic and responsibility as she battles a disembodied monster with the assistance of the six-inch-high Wee Free Men and Mistress Weatherwax, the greatest witch in the world.",['New York'],['Copyright Paperback Collection (Library of Congress)'],"['Witches -- Juvenile fiction', 'Fairies -- Juvenile fiction', 'Monsters -- Juvenile fiction', 'Witches -- Fiction', 'Fairies -- Fiction', 'Monsters -- Fiction']",[{'key': '/languages/eng'}],"407, 26 p. ;",,1st Harper Trophy ed.,['2005577436'],nyu,Terry Pratchett.,['60611280'],,,hatfullofsky00prat_0,,,,,,,,"['Juvenile fiction.', 'Fiction.']",,,,,,,,,,,,,,,,,
93,{'key': '/type/edition'},A Hat Full of Sky,,,['amazon:0060597720'],,,['0060597720'],['9780060597726'],audio cassette,A Hat Full of Sky,[10942396],[{'key': '/works/OL24402181W'}],/books/OL32318751M,,,1,1,"{'type': '/type/datetime', 'value': '2021-05-05T11:09:06.842269'}","{'type': '/type/datetime', 'value': '2021-05-05T11:09:06.842269'}",9780060597726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,{'key': '/type/edition'},Going Postal (Discworld),[{'key': '/authors/OL25712A'}],"September 28, 2004",['bwb:9780060740887'],,['HarperAudio'],['0060740884'],['9780060740887'],,,[33862],[{'key': '/works/OL453733W'}],/books/OL7280780M,,,8,8,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2022-02-28T18:12:31.392585'}",9780060740887,"{'goodreads': ['533625'], 'librarything': ['1045339']}",,,,['Stephen Briggs (Reader)'],,[{'key': '/languages/eng'}],,,,,,,,,,,,,,['Discworld (31)'],,,,,,,,,,,,,,,,,,,,,
95,{'key': '/type/edition'},Monstrous Regiment,,,,,['HarperAudio'],['0060743735'],['9780060743734'],Audio cassette,,,[{'key': '/works/OL453799W'}],/books/OL9538371M,,,9,9,"{'type': '/type/datetime', 'value': '2008-04-30T09:38:13.731961'}","{'type': '/type/datetime', 'value': '2013-04-03T20:02:14.405811'}",9780060743734,{'goodreads': ['2068054']},,,,['Briggs Stephen (Narrator)'],"['Fantasy - Historical', 'Fiction', 'Audio Adult: Books On Tape', 'Fantasy']",[{'key': '/languages/eng'}],,,,,,,['144540624'],,,,,,,['Discworld (30)'],,,,,,,,,,,,,,,,,,,,,
96,{'key': '/type/edition'},The Art of Discworld,"[{'key': '/authors/OL25712A'}, {'key': '/authors/OL2629595A'}]","November 2, 2004","['marc:marc_loc_2016/BooksAll.2016.part33.utf8:176632877:834', 'bwb:9780060758271']",128.0,['HarperCollins'],['0060758279'],['9780060758271'],Hardcover,,[34848],[{'key': '/works/OL453665W'}],/books/OL9235891M,"['NC978.5.K53 A4 2004', 'NC978.5.K53A4 2004']",,11,11,"{'type': '/type/datetime', 'value': '2008-04-30T09:38:13.731961'}","{'type': '/type/datetime', 'value': '2022-02-28T15:48:27.434253'}",9780060758271,"{'goodreads': ['325355'], 'librarything': ['1044142']}",,"{'type': '/type/text', 'value': ""The Discworld floats through space on the backs of four elepants standing on a giant turtle (once there were five elephants, but that's another story). It's a world bursting with magic, a land of contrasts and extremes, from the bustling metropolis of Ankh-Morpork, the oldest city on the Disc (now ruled with an iron hand in a velvet glove by the Patrician, Lord Vetinari), to the ancient empire of Klatch, where there are fifteen words for assassination. There's the mysterious continent XXXX, or Foureks, about which nothing anyone has ever heard is really an exaggeration, the tiny kingdom of Lancre and the dark country of Uberwald, where things do go bump in the night.  \r\n  \r\nAnd then there are the inhabitants: the witches Granny Weatherwax, Nanny Ogg, Magrat Garlick (now a Queen, of course). There are wizards galore, Archchancellor Mustrum Ridcully, the Librarian, Rincewind, the Bursar ... there are the History Monks and the ancient Vampyre families. There are great heroes, like Cohen the Barbarian and his Silver Horde, Sam Vimes, Captain Carrot and the men* of the City Watch ... and there are the ordinary fold like Cut-Me-Own-Throat Dibbler, Foul Ole Ron, the Igors ... and there's Death.  \r\n  \r\nThe Discworld might have started out in the imagination of its Creator, Terry Pratchett, but over the past 30 or more books, it has taken on a life of its own.  \r\n  \r\nHere, gathered together for the first time, is artist Paul Kidby's own voyage through the Disc, in glorious colour and intricate black and white: a cornucopia of characters that have won the hearts of millions of adoring readers the world over:  \r\n  \r\nHere is _The Art of Discworld_.""}",,,"['Fiction', 'Kidby, Paul', 'Fantasy - General', 'Commercial - Illustration - Sci-Fi & Fantasy', 'Themes, motives', 'Art & Art Instruction', 'Illustrations', 'Art', 'Fantasy', 'General', 'Fantasy fiction, English', 'Fiction / Fantasy / General', 'Pratchett, Terry.', 'Discworld series']",[{'key': '/languages/eng'}],,,,['2006296440'],,,,,,,2.3 pounds,11.3 x 9.5 x 0.9 inches,,,,,,,,,,,,,,,,,,,,,,,
97,{'key': '/type/edition'},The Wee Free Men A Story Of Discworld,,2005,['amazon:0060785985'],,"[""Harper Children's Audio""]",,['9780060785987'],,,[7540304],[{'key': '/works/OL453748W'}],/books/OL26001215M,,,6,6,"{'type': '/type/datetime', 'value': '2016-10-14T05:43:26.865360'}","{'type': '/type/datetime', 'value': '2022-10-29T10:26:55.397986'}",9780060785987,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,{'key': '/type/edition'},Thud! A Novel of Discworld,[{'key': '/authors/OL25712A'}],"September 13, 2005",,373.0,['HarperCollins'],['0060815221'],['9780060815226'],,,[36686],[{'key': '/works/OL453852W'}],/books/OL7282300M,,,7,7,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2021-07-07T08:26:34.691397'}",9780060815226,"{'goodreads': ['513533'], 'librarything': ['1044308']}",,,,,,[{'key': '/languages/eng'}],,,,,,,,,,,,,"{'type': '/type/text', 'value': 'Thud . . . that was the sound the heavy club made as it connected with the head.'}",['Discworld (32)'],,,,,,,,,,,,,,,,,,,,,
99,{'key': '/type/edition'},Thud!,[{'key': '/authors/OL25712A'}],"August 29, 2006",['bwb:9780060815318'],398.0,['HarperTorch'],['0060815310'],['9780060815318'],,,"[7892564, 36699]",[{'key': '/works/OL453852W'}],/books/OL7282306M,,,9,9,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2021-10-08T06:02:01.034983'}",9780060815318,"{'librarything': ['1044308'], 'goodreads': ['386375']}",,,,,,[{'key': '/languages/eng'}],,,,,,,,,,,,,"{'type': '/type/text', 'value': 'Thud . . . that was the sound the heavy club made as it connected with the head.'}",['Discworld (32)'],,,,,,,,,,,,,,,,,,,,,
100,{'key': '/type/edition'},Thud! (Discworld),[{'key': '/authors/OL25712A'}],"September 13, 2005",,,['HarperAudio'],['0060823453'],['9780060823450'],,,[37066],[{'key': '/works/OL453852W'}],/books/OL7282490M,,,7,7,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2021-07-07T08:26:34.691397'}",9780060823450,"{'goodreads': ['1514579'], 'librarything': ['1044308']}",,,,['Stephen Briggs (Reader)'],,[{'key': '/languages/eng'}],,,,,,,,,,,,,,['Discworld (32)'],,,,,,,,,,,,,,,,,,,,,
101,{'key': '/type/edition'},Gold,[{'key': '/authors/OL34221A'}],1995,"['amazon:000224621X:o-0:608197351:142341', 'amazon:000224621X:1:288173732:148318']",368.0,['Harper'],['000224621X'],['9780002246217'],,,,[{'key': '/works/OL46396W'}],/books/OL7255740M,,,5,5,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2010-08-04T22:34:14.560394'}",9780002246217,"{'goodreads': ['1286803'], 'librarything': ['31502']}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,{'key': '/type/edition'},Asimov's chronology of the world,[{'key': '/authors/OL34221A'}],1991,"['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:1858009630:559', 'amazon:0002550040', 'bwb:9780002550048']",674.0,['HarperCollins'],['0002550040'],,,,,[{'key': '/works/OL46084W'}],/books/OL18582780M,,,7,7,"{'type': '/type/datetime', 'value': '2008-10-18T09:35:56.943555'}","{'type': '/type/datetime', 'value': '2022-12-17T04:54:43.318634'}",9780002550048,"{'goodreads': ['2454977'], 'librarything': ['141307']}",,,['London'],,,[{'key': '/languages/eng'}],674p. ;,['909'],,,enk,Isaac Asimov.,,,"{'type': '/type/text', 'value': 'Includes index.'}",,,,,,,,,,,,,,,,,,,,,,,,,,
103,{'key': '/type/edition'},The Complete Robot,[{'key': '/authors/OL34221A'}],"November 3, 1986","['amazon:0003701697:o-0:920854742:139667', 'amazon:0003701697:1:607773504:144122', 'bwb:9780003701692']",48.0,['Pearson English Language Teaching'],['0003701697'],['9780003701692'],,,,[{'key': '/works/OL27775861W'}],/books/OL7256640M,['PE1128'],,8,8,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2022-12-17T05:29:24.519439'}",9780003701692,"{'goodreads': ['545003'], 'librarything': ['4501385']}",{},,,,,[{'key': '/languages/eng'}],,,,,,,,Selected Stories (Collins English Library Level 2),,,,,,,,,,,,,,,,,,,,,,,,,,,
104,{'key': '/type/edition'},"The Complete Stories, Volume 1",[{'key': '/authors/OL34221A'}],"July 25, 1994","['amazon:0006476473:o-0:1501712057:165903', 'amazon:0006476473:1:1203251858:167823']",430.0,['Collins'],['0006476473'],['9780006476474'],Paperback,,[4736],[{'key': '/works/OL46289W'}],/books/OL9213817M,,,10,10,"{'type': '/type/datetime', 'value': '2008-04-30T09:38:13.731961'}","{'type': '/type/datetime', 'value': '2022-05-22T18:42:55.611842'}",9780006476474,"{'librarything': ['2992442'], 'goodreads': ['824194']}",{},,,,"['Science Fiction', 'Short stories']",[{'key': '/languages/eng'}],,,New Ed edition,,,,,,,,8.5 ounces,6.8 x 4.3 x 1.2 inches,,,,,,,,,,,,,,,,,,,,,,,
105,{'key': '/type/edition'},"The Complete Stories of Isaac Asimov, Volume 2",[{'key': '/authors/OL34221A'}],"January 9, 1995","['amazon:0006480160:o-0:1518174600:162502', 'amazon:0006480160:1:1220107949:167622']",432.0,['Collins'],['0006480160'],['9780006480167'],Paperback,,[4878],[{'key': '/works/OL14959025W'}],/books/OL9213882M,,,9,9,"{'type': '/type/datetime', 'value': '2008-04-30T09:38:13.731961'}","{'type': '/type/datetime', 'value': '2022-05-22T09:27:06.621753'}",9780006480167,"{'goodreads': ['85450'], 'librarything': ['3424171']}",{},,,,"['Science Fiction', 'Short stories']",[{'key': '/languages/eng'}],,,New Ed edition,,,,,,,,8.5 ounces,6.8 x 4.3 x 1.3 inches,,,,,,,,,,,,,,,,,,,,,,,
106,{'key': '/type/edition'},Gold,[{'key': '/authors/OL34221A'}],"September 16, 1996","['amazon:0006482023:o-0:1529331364:145824', 'amazon:0006482023:1:1231503047:147947', 'ia:goldfinalscience0000asim_v2j0', 'bwb:9780006482024', 'promise:bwb_daily_pallets_2021-06-08']",400.0,['Voyager'],['0006482023'],['9780006482024'],,,[12374568],[{'key': '/works/OL46396W'}],/books/OL7259202M,['PS3551.S55.A6.G61'],['urn:bwbsku:O6-EGF-340'],11,11,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2023-01-14T18:46:36.728452'}",9780006482024,"{'goodreads': ['651965'], 'librarything': ['31502']}",,,,,,,,,,,,,,,,goldfinalscience0000asim_v2j0,,,,,,,,,,,,,,,,,,,,,,,,,
107,{'key': '/type/edition'},Foundation,[{'key': '/authors/OL34221A'}],"Jun 18, 2001","['amazon:0007115873', 'bwb:9780007115877']",240.0,['Voyager'],['0007115873'],['9780007115877'],paperback,Foundation,[10370584],[{'key': '/works/OL46125W'}],/books/OL28991154M,,,4,4,"{'type': '/type/datetime', 'value': '2020-08-20T07:57:36.801361'}","{'type': '/type/datetime', 'value': '2022-12-17T03:32:15.047190'}",9780007115877,,,,,,,,,,,,,,,,"{'type': '/type/text', 'value': 'Source title: Foundation (Voyager Classics)'}",,,,,,,,,,,,,,,,,,,,,,,,,,
108,{'key': '/type/edition'},"I, Robot",[{'key': '/authors/OL34221A'}],"Nov 21, 2001","['amazon:0007119631', 'bwb:9780007119639']",256.0,['Harper Collins'],['0007119631'],['9780007119639'],paperback,"I, Robot",[10515410],[{'key': '/works/OL46241W'}],/books/OL31403451M,,,4,4,"{'type': '/type/datetime', 'value': '2020-11-21T11:13:20.643821'}","{'type': '/type/datetime', 'value': '2023-01-19T19:58:09.843435'}",9780007119639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,{'key': '/type/edition'},The Robots Of Dawn,[{'key': '/authors/OL34221A'}],"May 05, 2008",['amazon:0007270410'],,['Harper Collins UK'],['0007270410'],['9780007270415'],paperback,,[10942327],[{'key': '/works/OL46377W'}],/books/OL32318683M,,,4,4,"{'type': '/type/datetime', 'value': '2021-05-05T11:03:58.706899'}","{'type': '/type/datetime', 'value': '2021-12-25T20:42:50.154588'}",9780007270415,{},{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,{'key': '/type/edition'},Foundation And Earth,[{'key': '/authors/OL34221A'}],"May 05, 2008",['amazon:0007270437'],,['MLBD'],['0007270437'],['9780007270439'],paperback,Foundation And Earth,[10942329],[{'key': '/works/OL46347W'}],/books/OL32318685M,,,3,3,"{'type': '/type/datetime', 'value': '2021-05-05T11:04:00.785450'}","{'type': '/type/datetime', 'value': '2021-08-12T21:17:16.303892'}",9780007270439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,{'key': '/type/edition'},Foundation And Empire,[{'key': '/authors/OL34221A'}],"May 05, 1968",['amazon:0007270445'],,['Harper Collins UK'],['0007270445'],['9780007270446'],paperback,Foundation And Empire,[10942331],[{'key': '/works/OL46224W'}],/books/OL32318687M,,,3,3,"{'type': '/type/datetime', 'value': '2021-05-05T11:04:02.821493'}","{'type': '/type/datetime', 'value': '2021-08-09T16:15:07.185174'}",9780007270446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,{'key': '/type/edition'},Gold,[{'key': '/authors/OL34221A'}],"May 05, 2008",['amazon:0007270461'],,['Harper Collins UK'],['0007270461'],['9780007270460'],paperback,Gold,[10942332],[{'key': '/works/OL46396W'}],/books/OL32318688M,,,3,3,"{'type': '/type/datetime', 'value': '2021-05-05T11:04:05.091244'}","{'type': '/type/datetime', 'value': '2021-12-12T20:08:47.637732'}",9780007270460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,{'key': '/type/edition'},Prelude to Foundation,[{'key': '/authors/OL34221A'}],,"['amazon:0007270496', 'promise:bwb_daily_pallets_2022-03-17']",,['Harper Collins UK'],['0007270496'],['9780007270491'],paperback,Prelude to Foundation,[10942333],[{'key': '/works/OL46172W'}],/books/OL32318689M,,['urn:bwbsku:w7-amn-023'],4,4,"{'type': '/type/datetime', 'value': '2021-05-05T11:04:07.033531'}","{'type': '/type/datetime', 'value': '2022-12-07T08:04:30.063081'}",9780007270491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,{'key': '/type/edition'},The End Of Eternity,[{'key': '/authors/OL34221A'}],,['amazon:0007270526'],,['Harper Collins UK'],['0007270526'],['9780007270521'],paperback,The End Of Eternity,[10942334],[{'key': '/works/OL46389W'}],/books/OL32318690M,,,3,3,"{'type': '/type/datetime', 'value': '2021-05-05T11:04:08.941076'}","{'type': '/type/datetime', 'value': '2021-07-09T11:27:08.495604'}",9780007270521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,{'key': '/type/edition'},The Naked Sun,[{'key': '/authors/OL34221A'}],"May 05, 2008",['amazon:0007270534'],,['MLBD'],['0007270534'],['9780007270538'],paperback,The Naked Sun,[10942336],[{'key': '/works/OL46398W'}],/books/OL32318693M,,,3,3,"{'type': '/type/datetime', 'value': '2021-05-05T11:04:10.936099'}","{'type': '/type/datetime', 'value': '2021-08-12T21:17:05.935111'}",9780007270538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,{'key': '/type/edition'},The Rest Of The Robots,[{'key': '/authors/OL34221A'}],1997,['amazon:0007270542'],,['Harper Collins.India'],['0007270542'],['9780007270545'],paperback,,[10942338],[{'key': '/works/OL8348562W'}],/books/OL32318694M,,,8,8,"{'type': '/type/datetime', 'value': '2021-05-05T11:04:12.886260'}","{'type': '/type/datetime', 'value': '2022-08-09T18:33:33.869170'}",9780007270545,{},{},,,,,[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,{'key': '/type/edition'},The Complete Robot,[{'key': '/authors/OL34221A'}],"May 05, 2010",['amazon:0007361599'],,['Harper Collins UK'],['0007361599'],['9780007361595'],paperback,The Complete Robot,[10942339],[{'key': '/works/OL46368W'}],/books/OL32318695M,,,3,3,"{'type': '/type/datetime', 'value': '2021-05-05T11:04:14.607824'}","{'type': '/type/datetime', 'value': '2021-08-12T21:17:13.697422'}",9780007361595,,,,,,,,,,,,,,,,"{'type': '/type/text', 'value': 'Source title: The Complete Robot (Robot, #1)'}",,,,,,,,,,,,,,,,,,,,,,,,,,
118,{'key': '/type/edition'},Gold,[{'key': '/authors/OL34221A'}],2010,"['amazon:0007376030', 'bwb:9780007376032']",,['Voyager'],['0007376030'],['9780007376032'],paperback,Gold,[10942341],[{'key': '/works/OL46396W'}],/books/OL32318697M,,,5,5,"{'type': '/type/datetime', 'value': '2021-05-05T11:04:16.576069'}","{'type': '/type/datetime', 'value': '2022-05-27T20:17:13.875600'}",9780007376032,{},{},,,,,[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,{'key': '/type/edition'},I Robot,[{'key': '/authors/OL34221A'}],"May 05, 2013","['amazon:0007491514', 'bwb:9780007491513']",,['Harper Collins Publishers'],['0007491514'],['9780007491513'],hardcover,I Robot,[10942342],[{'key': '/works/OL46241W'}],/books/OL32318698M,['PS3551.S5'],,5,5,"{'type': '/type/datetime', 'value': '2021-05-05T11:04:18.362296'}","{'type': '/type/datetime', 'value': '2023-01-19T19:58:09.843435'}",9780007491513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,{'key': '/type/edition'},"I, Robot",[{'key': '/authors/OL34221A'}],2013,['bwb:9780007532278'],245.0,['Harper Voyager'],,['9780007532278'],Paperback,"I, Robot",[12707977],[{'key': '/works/OL46241W'}],/books/OL28509974M,,,6,6,"{'type': '/type/datetime', 'value': '2020-08-03T13:10:06.982509'}","{'type': '/type/datetime', 'value': '2023-01-19T19:58:09.843435'}",9780007532278,{},{},,,,,[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,{'key': '/type/edition'},"I, Robot",[{'key': '/authors/OL34221A'}],1996-01-01,['promise:bwb_daily_pallets_2022-06-01:O8-BIH-925'],,['HarperCollins'],['0007719515'],['9780007719518'],,"I, Robot",,[{'key': '/works/OL34692614W'}],/books/OL47030739M,,['urn:bwbsku:O8-BIH-925'],2,2,"{'type': '/type/datetime', 'value': '2023-02-28T09:01:37.870344'}","{'type': '/type/datetime', 'value': '2023-03-12T14:37:53.295848'}",9780007719518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,{'key': '/type/edition'},The caves of Steel and The Rest of the Robots,[{'key': '/authors/OL34221A'}],,"['amazon:0007777701', 'bwb:9780007777709']",,['Grafton'],['0007777701'],['9780007777709'],paperback,,[10942344],[{'key': '/works/OL24402143W'}],/books/OL32318700M,['PS3551.S5'],,3,3,"{'type': '/type/datetime', 'value': '2021-05-05T11:04:22.388704'}","{'type': '/type/datetime', 'value': '2022-12-17T06:14:34.147718'}",9780007777709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,{'key': '/type/edition'},Foundation and Empire,[{'key': '/authors/OL34221A'}],"May 05, 2013",['amazon:0007933568'],,['Harper. 1 Paperback(s)'],['0007933568'],['9780007933563'],paperback,Foundation and Empire The Second Volume in the World-Famous Foundation Saga,[10942345],[{'key': '/works/OL46224W'}],/books/OL32318701M,,,3,3,"{'type': '/type/datetime', 'value': '2021-05-05T11:04:24.508949'}","{'type': '/type/datetime', 'value': '2021-08-09T16:15:07.185174'}",9780007933563,,,,,,,,,,,,,,,The Second Volume in the World-Famous Foundation Saga,"{'type': '/type/text', 'value': 'Source title: Foundation and Empire: The Second Volume in the World-Famous Foundation Saga'}",,,,,,,,,,,,,,,,,,,,,,,,,,
124,{'key': '/type/edition'},Second Foundation,[{'key': '/authors/OL34221A'}],"May 05, 2013",['amazon:0007933576'],,['Harper. 1 Paperback(s)'],['0007933576'],['9780007933570'],paperback,Second Foundation,[10942399],[{'key': '/works/OL46309W'}],/books/OL32318753M,,,3,3,"{'type': '/type/datetime', 'value': '2021-05-05T11:09:45.532734'}","{'type': '/type/datetime', 'value': '2021-08-09T16:15:04.765123'}",9780007933570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
